下料批次号,零件号,面料号,零件外轮廓线坐标
L0003,s000090,M0003,"[[8947.0, 406.0], [9112.0, 406.0999999999999], [9143.599999999999, 406.0999999999999], [9151.900000000001, 447.6999999999998], [9169.400000000001, 447.6999999999998], [9174.400000000001, 447.5999999999999], [9181.0, 447.5], [9188.0, 447.4000000000001], [9195.199999999997, 447.1999999999998], [9202.599999999999, 447.0999999999999], [9203.699999999997, 447.0], [9210.0, 446.8000000000002], [9217.199999999997, 446.5999999999999], [9224.0, 446.4000000000001], [9227.300000000003, 446.3000000000002], [9230.400000000001, 446.1999999999998], [9254.0, 429.9000000000001], [9257.900000000001, 429.5999999999999], [9261.599999999999, 429.3000000000002], [9268.699999999997, 428.8000000000002], [9275.599999999999, 428.1999999999998], [9282.300000000003, 427.6999999999998], [9292.099999999999, 427.0], [9302.0, 426.3000000000002], [9322.199999999997, 424.8000000000002], [9342.0, 423.5], [9361.699999999997, 422.1999999999998], [9388.300000000003, 420.4000000000001], [9408.599999999999, 419.1999999999998], [9428.900000000001, 418.0], [9445.300000000003, 417.0], [9461.800000000003, 416.0999999999999], [9480.900000000001, 415.3000000000002], [9500.0, 414.9000000000001], [9533.199999999997, 414.9000000000001], [9546.699999999997, 414.8000000000002], [9560.300000000003, 414.9000000000001], [9570.099999999999, 415.1999999999998], [9579.900000000001, 415.5999999999999], [9589.599999999999, 416.0999999999999], [9599.099999999999, 416.6999999999998], [9606.099999999999, 417.0999999999999], [9613.199999999997, 417.5], [9620.5, 418.0], [9628.199999999997, 418.4000000000001], [9628.300000000003, 422.3000000000002], [9628.400000000001, 426.4000000000001], [9628.599999999999, 430.8000000000002], [9628.599999999999, 433.4000000000001], [9628.699999999997, 435.3000000000002], [9629.0, 444.5], [9629.199999999997, 448.5], [9629.400000000001, 453.8000000000002], [9629.800000000003, 462.5999999999999], [9630.5, 471.3000000000002], [9631.400000000001, 479.5999999999999], [9632.699999999997, 488.0], [9634.099999999999, 495.0999999999999], [9635.0, 498.5999999999999], [9636.0, 502.0], [9637.5, 506.1999999999998], [9639.400000000001, 510.1999999999998], [9641.400000000001, 513.6999999999998], [9643.599999999999, 517.0999999999999], [9645.599999999999, 519.9000000000001], [9647.699999999997, 522.6999999999998], [9650.199999999997, 525.3000000000002], [9652.800000000003, 527.8000000000002], [9650.699999999997, 533.5], [9648.5, 539.5999999999999], [9646.199999999997, 545.9000000000001], [9643.800000000003, 552.3000000000002], [9639.099999999999, 565.5999999999999], [9634.400000000001, 578.9000000000001], [9631.699999999997, 586.5999999999999], [9629.199999999997, 594.3000000000002], [9624.300000000003, 609.5], [9620.599999999999, 621.9000000000001], [9617.0, 634.3000000000002], [9611.0, 655.3000000000002], [9608.199999999997, 665.4000000000001], [9605.699999999997, 675.4000000000001], [9604.0, 682.6999999999998], [9603.199999999997, 686.4000000000001], [9602.300000000003, 690.4000000000001], [9578.400000000001, 690.5999999999999], [9570.0, 688.3000000000002], [9561.300000000003, 685.8000000000002], [9543.5, 681.0], [9529.300000000003, 677.0999999999999], [9515.099999999999, 673.4000000000001], [9506.0, 671.1999999999998], [9496.900000000001, 669.1999999999998], [9485.5, 667.0999999999999], [9479.800000000003, 666.1999999999998], [9473.900000000001, 665.3000000000002], [9465.099999999999, 664.1999999999998], [9456.400000000001, 663.1999999999998], [9452.199999999997, 662.6999999999998], [9448.0, 662.1999999999998], [9444.099999999999, 661.8000000000002], [9440.300000000003, 661.3000000000002], [9437.599999999999, 661.0], [9434.699999999997, 660.5999999999999], [9433.099999999999, 660.3000000000002], [9431.400000000001, 660.0999999999999], [9429.5, 659.8000000000002], [9427.400000000001, 659.5], [9423.599999999999, 671.0], [9420.800000000003, 670.5999999999999], [9418.099999999999, 670.0999999999999], [9415.699999999997, 669.6999999999998], [9413.300000000003, 669.1999999999998], [9408.900000000001, 668.5], [9404.699999999997, 667.6999999999998], [9400.199999999997, 667.0], [9395.699999999997, 666.1999999999998], [9386.199999999997, 664.5999999999999], [9376.400000000001, 662.9000000000001], [9366.699999999997, 661.0999999999999], [9352.300000000003, 658.3000000000002], [9338.099999999999, 655.5], [9309.5, 650.0999999999999], [9280.199999999997, 644.9000000000001], [9265.599999999999, 642.4000000000001], [9250.900000000001, 640.1999999999998], [9236.800000000003, 638.3000000000002], [9222.800000000003, 636.8000000000002], [9212.5, 635.9000000000001], [9207.300000000003, 635.6999999999998], [9202.099999999999, 635.5999999999999], [9197.300000000003, 635.5999999999999], [9192.5, 635.8000000000002], [9182.900000000001, 636.3000000000002], [9171.099999999999, 636.9000000000001], [9159.300000000003, 637.6999999999998], [9150.900000000001, 638.4000000000001], [9142.5, 639.3000000000002], [9125.699999999997, 641.0999999999999], [9107.800000000003, 642.9000000000001], [9089.900000000001, 644.6999999999998], [9067.0, 647.3000000000002], [9044.0, 650.0], [9023.400000000001, 652.1999999999998], [9002.699999999997, 654.4000000000001], [8975.800000000003, 657.1999999999998], [8962.400000000001, 658.4000000000001], [8948.900000000001, 659.5], [8930.0, 660.5], [8911.300000000003, 661.0999999999999], [8894.800000000003, 661.5], [8886.5, 661.5999999999999], [8878.0, 661.8000000000002], [8877.199999999997, 462.5999999999999], [8877.0, 406.0], [8947.0, 406.0]]"
L0003,s000091,M0003,"[[15493.5, 863.4], [15498.5, 863.3], [15503.400000000001, 863.0], [15510.900000000001, 862.3], [15518.400000000001, 861.4], [15530.5, 859.9], [15542.5, 858.1], [15554.300000000003, 856.3], [15566.199999999997, 854.3], [15574.099999999999, 853.0], [15582.0, 851.6], [15596.699999999997, 848.6999999999999], [15612.699999999997, 845.6999999999999], [15628.800000000003, 842.9], [15643.400000000001, 840.3], [15650.699999999997, 839.1], [15658.0, 838.0], [15670.5, 836.5], [15683.099999999999, 835.1999999999999], [15691.400000000001, 834.4], [15699.599999999999, 833.6], [15707.699999999997, 832.8], [15715.400000000001, 832.0], [15717.0, 844.9], [15713.599999999999, 846.9], [15709.900000000001, 849.0], [15702.599999999999, 853.4], [15697.5, 856.8], [15692.599999999999, 860.3], [15687.800000000003, 864.1], [15683.199999999997, 868.1999999999999], [15679.300000000003, 872.3], [15675.699999999997, 876.6999999999999], [15673.800000000003, 879.4], [15672.0, 882.3], [15668.900000000001, 888.4], [15667.0, 892.6], [15665.400000000001, 896.9], [15663.800000000003, 901.9999999999999], [15662.599999999999, 907.1999999999999], [15661.900000000001, 911.6], [15661.400000000001, 916.1], [15661.300000000003, 919.1999999999999], [15661.300000000003, 920.1999999999999], [15661.400000000001, 924.3000000000001], [15661.699999999997, 928.4], [15662.099999999999, 932.4999999999999], [15662.699999999997, 936.6999999999999], [15663.5, 940.9999999999999], [15664.5, 945.3000000000001], [15665.699999999997, 949.4999999999999], [15666.400000000001, 952.4], [15667.199999999997, 955.4999999999999], [15666.0, 963.9], [15652.5, 965.3000000000001], [15639.0, 966.6], [15625.400000000001, 967.6999999999999], [15611.800000000003, 968.6999999999999], [15588.599999999999, 970.6999999999999], [15552.0, 973.6999999999999], [15517.800000000003, 976.3000000000001], [15493.199999999997, 978.1], [15482.199999999997, 979.1], [15471.300000000003, 980.3000000000001], [15449.400000000001, 982.6], [15436.099999999999, 983.9], [15422.699999999997, 984.9999999999999], [15400.800000000003, 986.6], [15386.599999999999, 987.6], [15372.5, 988.4999999999999], [15354.699999999997, 989.1999999999999], [15337.0, 989.8000000000001], [15323.199999999997, 990.4999999999999], [15309.400000000001, 990.9999999999999], [15291.5, 991.4], [15273.599999999999, 991.4999999999999], [15253.699999999997, 991.6], [15233.699999999997, 991.6999999999999], [15212.0, 991.8000000000001], [15183.699999999997, 991.8000000000001], [15176.5, 991.6999999999999], [15169.0, 991.6], [15165.099999999999, 991.6], [15161.0, 991.4999999999999], [15161.199999999997, 989.4999999999999], [15161.300000000003, 987.6999999999999], [15161.300000000003, 986.1], [15161.400000000001, 984.6999999999999], [15161.599999999999, 981.9999999999999], [15161.699999999997, 979.4], [15161.900000000001, 975.8000000000001], [15162.0, 971.9], [15162.199999999997, 967.9], [15162.400000000001, 963.6999999999999], [15162.699999999997, 955.1], [15163.099999999999, 946.4], [15163.599999999999, 937.4], [15164.099999999999, 928.4999999999999], [15164.699999999997, 919.6999999999999], [15165.300000000003, 910.8000000000001], [15165.800000000003, 902.9], [15167.5, 878.8], [15168.0, 871.0], [15168.5, 863.3], [15169.099999999999, 855.9], [15169.5, 848.9], [15172.0, 848.9], [15174.599999999999, 848.8], [15180.0, 848.6], [15185.699999999997, 848.5], [15191.5, 848.5], [15197.599999999999, 848.6999999999999], [15203.699999999997, 848.9], [15212.400000000001, 849.1], [15221.099999999999, 849.1], [15238.599999999999, 849.0], [15240.099999999999, 849.0], [15257.400000000001, 849.3], [15274.599999999999, 849.9], [15291.900000000001, 850.9], [15309.099999999999, 852.0], [15334.0, 853.8], [15358.800000000003, 855.8], [15385.199999999997, 857.8], [15411.5, 859.6999999999999], [15431.0, 860.9], [15450.599999999999, 862.0], [15464.199999999997, 862.8], [15477.900000000001, 863.4], [15485.699999999997, 863.5], [15493.5, 863.4]]"
L0003,s000092,M0003,"[[13597.599999999999, 1465.7], [13585.599999999999, 1465.2], [13573.599999999999, 1464.4], [13555.0, 1463.2], [13536.400000000001, 1461.8], [13519.699999999997, 1460.3], [13502.900000000001, 1458.7], [13486.699999999997, 1456.8], [13470.599999999999, 1454.8], [13454.199999999997, 1452.5], [13437.900000000001, 1449.9], [13420.599999999999, 1446.7], [13403.299999999996, 1443.1000000000001], [13386.0, 1439.4], [13368.799999999996, 1435.6000000000001], [13342.400000000001, 1429.7], [13316.099999999999, 1423.8], [13311.400000000001, 1422.7], [13296.099999999999, 1419.1000000000001], [13276.199999999997, 1414.3], [13263.400000000001, 1411.1000000000001], [13244.900000000001, 1406.6000000000001], [13226.5, 1402.1000000000001], [13217.199999999997, 1399.8], [13207.699999999997, 1397.6000000000001], [13198.099999999999, 1395.4], [13188.199999999997, 1393.1000000000001], [13178.0, 1390.8], [13173.0, 1389.6000000000001], [13168.099999999999, 1388.5], [13163.299999999996, 1387.4], [13158.699999999997, 1386.3], [13154.400000000001, 1385.2], [13150.5, 1384.2], [13148.199999999997, 1383.6000000000001], [13145.699999999997, 1382.9], [13144.299999999996, 1382.5], [13142.699999999997, 1382.1000000000001], [13141.0, 1381.5], [13139.0, 1381.0], [13140.099999999999, 1376.0], [13141.299999999996, 1370.9], [13142.5, 1365.5], [13143.799999999996, 1359.9], [13145.099999999999, 1354.2], [13146.400000000001, 1348.3], [13149.099999999999, 1336.0], [13151.900000000001, 1323.4], [13154.699999999997, 1310.6000000000001], [13157.400000000001, 1297.6000000000001], [13160.099999999999, 1284.8], [13162.0, 1274.8], [13164.0, 1265.0], [13165.799999999996, 1255.6000000000001], [13167.5, 1246.5], [13168.400000000001, 1241.7], [13169.400000000001, 1236.8], [13169.900000000001, 1234.2], [13170.400000000001, 1231.4], [13171.0, 1228.5], [13171.599999999999, 1225.4], [13173.299999999996, 1225.8], [13174.799999999996, 1226.0], [13176.0, 1226.3], [13177.099999999999, 1226.5], [13179.0, 1226.8], [13180.599999999999, 1227.1000000000001], [13184.5, 1227.7], [13188.799999999996, 1228.4], [13193.400000000001, 1229.1000000000001], [13198.400000000001, 1229.8], [13203.599999999999, 1230.5], [13209.0, 1231.2], [13216.299999999996, 1232.1000000000001], [13219.699999999997, 1232.5], [13227.199999999997, 1233.5], [13234.599999999999, 1234.3], [13241.699999999997, 1235.1000000000001], [13248.699999999997, 1235.9], [13262.599999999999, 1237.2], [13270.699999999997, 1237.9], [13276.5, 1238.4], [13289.900000000001, 1239.3], [13303.400000000001, 1240.3], [13332.400000000001, 1242.3], [13347.299999999996, 1242.8], [13362.299999999996, 1242.9], [13389.5, 1242.8], [13414.799999999996, 1242.2], [13440.099999999999, 1241.3], [13454.599999999999, 1240.5], [13469.199999999997, 1239.7], [13482.699999999997, 1238.6000000000001], [13496.099999999999, 1237.3], [13506.599999999999, 1236.1000000000001], [13508.900000000001, 1235.8], [13521.699999999997, 1234.1000000000001], [13547.199999999997, 1230.5], [13566.199999999997, 1227.6000000000001], [13585.299999999996, 1224.6000000000001], [13606.5, 1220.9], [13617.099999999999, 1218.9], [13627.400000000001, 1217.0], [13628.199999999997, 1218.6000000000001], [13628.900000000001, 1220.1000000000001], [13630.199999999997, 1222.8], [13632.599999999999, 1227.6000000000001], [13635.299999999996, 1232.4], [13637.099999999999, 1235.0], [13639.099999999999, 1237.3], [13641.299999999996, 1239.4], [13643.599999999999, 1241.3], [13645.699999999997, 1243.0], [13647.799999999996, 1244.6000000000001], [13651.299999999996, 1246.7], [13654.900000000001, 1248.5], [13664.099999999999, 1253.1000000000001], [13669.799999999996, 1255.6000000000001], [13675.5, 1258.1000000000001], [13681.299999999996, 1260.6000000000001], [13687.0, 1263.2], [13693.799999999996, 1266.0], [13700.699999999997, 1268.9], [13707.799999999996, 1272.0], [13714.799999999996, 1275.4], [13718.900000000001, 1277.4], [13722.900000000001, 1279.5], [13726.900000000001, 1281.9], [13730.900000000001, 1284.4], [13736.199999999997, 1288.2], [13741.400000000001, 1292.2], [13746.400000000001, 1296.6000000000001], [13751.099999999999, 1301.3], [13756.199999999997, 1306.9], [13760.799999999996, 1312.7], [13764.099999999999, 1317.3], [13767.0, 1322.2], [13769.099999999999, 1326.5], [13771.0, 1331.0], [13773.199999999997, 1336.7], [13774.199999999997, 1339.5], [13775.099999999999, 1342.4], [13776.0, 1346.6000000000001], [13776.799999999996, 1350.7], [13777.699999999997, 1356.1000000000001], [13778.299999999996, 1361.5], [13778.5, 1366.0], [13778.5, 1370.4], [13778.400000000001, 1375.2], [13778.099999999999, 1380.0], [13777.599999999999, 1385.1000000000001], [13777.099999999999, 1389.9], [13776.400000000001, 1394.7], [13775.400000000001, 1399.6000000000001], [13774.299999999996, 1404.5], [13772.299999999996, 1410.7], [13770.0, 1416.7], [13768.299999999996, 1420.4], [13766.400000000001, 1424.1000000000001], [13764.799999999996, 1426.7], [13763.199999999997, 1429.3], [13759.599999999999, 1434.4], [13756.199999999997, 1439.4], [13752.599999999999, 1444.2], [13749.099999999999, 1448.6000000000001], [13745.400000000001, 1452.7], [13742.199999999997, 1456.2], [13738.900000000001, 1459.7], [13737.900000000001, 1469.7], [13733.599999999999, 1469.7], [13729.299999999996, 1469.6000000000001], [13721.299999999996, 1469.6000000000001], [13713.599999999999, 1469.5], [13706.0, 1469.4], [13694.699999999997, 1469.2], [13683.099999999999, 1468.9], [13659.699999999997, 1468.1000000000001], [13637.099999999999, 1467.2], [13614.599999999999, 1466.3], [13597.599999999999, 1465.7]]"
L0003,s000093,M0003,"[[17009.0, 406.0], [17009.0, 606.0], [16939.0, 606.0], [16939.0, 406.0], [17009.0, 406.0]]"
L0003,s000094,M0003,"[[16129.0, 662.0], [16129.0, 802.0], [16059.0, 802.0], [16059.0, 662.0], [16129.0, 662.0]]"
L0003,s000095,M0003,"[[16991.0, 1137.0], [16921.0, 1137.0], [16921.0, 937.0], [16991.0, 937.0], [16991.0, 1137.0]]"
L0003,s000096,M0003,"[[16185.0, 0.0], [16185.0, 140.0], [16115.0, 140.0], [16115.0, 0.0], [16185.0, 0.0]]"
L0003,s000097,M0003,"[[15288.0, 999.0], [15288.0, 1104.0], [15183.0, 1104.0], [15183.0, 999.0], [15288.0, 999.0]]"
L0003,s000098,M0003,"[[9929.800000000003, 1380.4], [9927.300000000003, 1374.1000000000001], [9926.800000000003, 1373.0], [9926.5, 1372.3000000000002], [9922.0, 1361.5], [9917.600000000006, 1351.3000000000002], [9912.900000000009, 1341.1000000000001], [9910.400000000009, 1336.3000000000002], [9908.0, 1331.7], [9902.699999999997, 1322.3000000000002], [9897.199999999997, 1313.9], [9889.100000000006, 1304.1000000000001], [9880.0, 1294.5], [9870.100000000006, 1285.1000000000001], [9859.5, 1275.6000000000001], [9837.900000000009, 1256.5], [9827.400000000009, 1246.4], [9822.199999999997, 1241.0], [9817.199999999997, 1235.3000000000002], [9812.300000000003, 1229.2], [9807.699999999997, 1222.7], [9802.400000000009, 1213.3000000000002], [9797.800000000003, 1203.3000000000002], [9794.300000000003, 1192.9], [9791.900000000009, 1182.6000000000001], [9790.5, 1172.3000000000002], [9790.0, 1162.1000000000001], [9790.0, 1159.7], [9790.0, 1157.7], [9790.0, 1155.4], [9790.199999999997, 1149.2], [9790.800000000003, 1143.0], [9791.699999999997, 1136.7], [9793.0, 1130.3000000000002], [9796.600000000006, 1118.2], [9800.5, 1109.3000000000002], [9804.900000000009, 1101.2], [9809.800000000003, 1093.5], [9814.800000000003, 1086.8000000000002], [9820.100000000006, 1080.4], [9825.5, 1074.5], [9831.300000000003, 1068.7], [9842.699999999997, 1058.2], [9854.699999999997, 1047.9], [9877.400000000009, 1028.7], [9888.0, 1018.5], [9893.0, 1013.2], [9897.800000000003, 1007.8000000000002], [9902.5, 1002.3000000000002], [9906.800000000003, 996.7], [9910.900000000009, 990.9000000000001], [9914.699999999997, 985.2], [9918.199999999997, 979.2], [9921.300000000003, 973.2], [9924.100000000006, 967.1000000000001], [9926.5, 960.9000000000001], [9926.699999999997, 960.0], [9929.199999999997, 952.0], [10012.300000000003, 959.9000000000001], [10046.900000000009, 963.5], [10081.900000000009, 967.5], [10116.800000000003, 972.0], [10151.5, 977.0], [10186.0, 982.8000000000002], [10220.400000000009, 989.1000000000001], [10254.800000000003, 995.9000000000001], [10289.0, 1003.1000000000001], [10365.0, 1019.6000000000001], [10365.0, 1117.7], [10365.0, 1119.7], [10365.0, 1157.7], [10365.0, 1159.7], [10365.0, 1312.7], [10289.0, 1329.3000000000002], [10254.800000000003, 1336.5], [10220.400000000009, 1343.3000000000002], [10186.0, 1349.6000000000001], [10151.5, 1355.4], [10116.800000000003, 1360.4], [10081.900000000009, 1364.9], [10047.0, 1368.9], [10012.300000000003, 1372.5], [9929.800000000003, 1380.4]]"
L0003,s000099,M0003,"[[140.0, 32.5], [0.0, 32.40000000000009], [0.0, 0.0], [140.0, 0.09999999999990905], [140.0, 32.5]]"
L0003,s000100,M0003,"[[4085.199999999997, 298.4], [4085.0999999999913, 284.19999999999993], [4085.0, 268.6], [4085.199999999997, 253.10000000000002], [4085.699999999997, 238.0], [4086.5, 223.0], [4087.5, 207.39999999999998], [4088.0999999999913, 197.0], [4088.899999999994, 185.89999999999998], [4089.899999999994, 174.79999999999995], [4091.0999999999913, 163.10000000000002], [4092.5999999999913, 151.69999999999993], [4094.300000000003, 140.19999999999993], [4095.699999999997, 131.29999999999995], [4097.399999999994, 122.29999999999995], [4099.300000000003, 113.39999999999998], [4101.899999999994, 102.79999999999995], [4104.699999999997, 92.69999999999993], [4108.199999999997, 80.69999999999993], [4123.099999999991, 80.0], [4129.899999999994, 79.69999999999993], [4135.899999999994, 79.39999999999998], [4146.399999999994, 78.69999999999993], [4156.699999999997, 77.79999999999995], [4167.099999999991, 76.79999999999995], [4176.399999999994, 75.5], [4185.599999999991, 73.89999999999998], [4194.800000000003, 71.79999999999995], [4199.199999999997, 70.69999999999993], [4203.599999999991, 69.39999999999998], [4212.300000000003, 66.29999999999995], [4220.5, 62.60000000000002], [4225.699999999997, 59.60000000000002], [4230.800000000003, 56.19999999999993], [4235.599999999991, 52.5], [4240.099999999991, 48.60000000000002], [4248.099999999991, 39.69999999999993], [4250.899999999994, 35.60000000000002], [4253.5, 31.100000000000023], [4255.800000000003, 26.5], [4257.899999999994, 21.699999999999932], [4261.699999999997, 11.699999999999932], [4262.199999999997, 10.399999999999977], [4262.300000000003, 9.899999999999977], [4265.599999999991, 0.0], [4272.099999999991, 1.1000000000000227], [4276.5, 1.8999999999999773], [4279.0, 2.2999999999999545], [4308.899999999994, 8.0], [4338.699999999997, 14.299999999999955], [4368.199999999997, 20.399999999999977], [4381.099999999991, 22.899999999999977], [4393.899999999994, 25.199999999999932], [4406.899999999994, 27.199999999999932], [4419.599999999991, 28.799999999999955], [4445.300000000003, 30.799999999999955], [4456.800000000003, 30.899999999999977], [4468.399999999994, 30.5], [4480.099999999991, 29.799999999999955], [4491.800000000003, 28.799999999999955], [4515.399999999994, 26.0], [4539.199999999997, 22.399999999999977], [4587.199999999997, 15.0], [4608.800000000003, 12.299999999999955], [4630.0, 10.0], [4651.5, 8.0], [4672.899999999994, 6.2999999999999545], [4725.300000000003, 2.5], [4726.199999999997, 14.199999999999932], [4726.199999999997, 15.399999999999977], [4727.099999999991, 24.399999999999977], [4728.199999999997, 33.39999999999998], [4729.699999999997, 42.5], [4731.300000000003, 51.39999999999998], [4735.300000000003, 69.19999999999993], [4745.800000000003, 105.10000000000002], [4751.399999999994, 122.89999999999998], [4757.0, 141.19999999999993], [4762.0, 159.79999999999995], [4766.199999999997, 178.60000000000002], [4768.5, 194.69999999999993], [4770.0, 210.69999999999993], [4770.899999999994, 226.69999999999993], [4771.399999999994, 242.69999999999993], [4771.599999999991, 274.29999999999995], [4771.599999999991, 324.4999999999999], [4771.399999999994, 356.1], [4770.899999999994, 372.1], [4770.0, 388.1], [4768.5, 404.1], [4766.199999999997, 420.19999999999993], [4762.0, 439.1], [4757.0, 457.6], [4751.399999999994, 475.9], [4745.800000000003, 493.80000000000007], [4735.300000000003, 529.6], [4731.300000000003, 547.4999999999999], [4729.699999999997, 556.4], [4728.199999999997, 565.4], [4727.099999999991, 574.4], [4726.199999999997, 583.4], [4726.199999999997, 584.6], [4725.300000000003, 596.3000000000001], [4672.899999999994, 592.4999999999999], [4651.5, 590.8000000000001], [4630.0, 588.8000000000001], [4608.800000000003, 586.4999999999999], [4587.199999999997, 583.9], [4539.199999999997, 576.4], [4515.399999999994, 572.9], [4491.800000000003, 569.9999999999999], [4480.099999999991, 568.9999999999999], [4468.399999999994, 568.3000000000001], [4456.800000000003, 567.9999999999999], [4445.300000000003, 567.9999999999999], [4419.599999999991, 569.9999999999999], [4406.899999999994, 571.6], [4393.899999999994, 573.6999999999999], [4381.099999999991, 575.9], [4368.199999999997, 578.4], [4338.699999999997, 584.6], [4308.899999999994, 590.8000000000001], [4279.0, 596.4999999999999], [4276.5, 596.9], [4272.099999999991, 597.6999999999999], [4265.599999999991, 598.8000000000001], [4262.300000000003, 588.9], [4262.199999999997, 588.4999999999999], [4261.699999999997, 587.1], [4257.899999999994, 577.1], [4255.800000000003, 572.3000000000001], [4253.5, 567.6999999999999], [4250.899999999994, 563.1999999999999], [4248.099999999991, 559.1999999999999], [4240.099999999991, 550.1999999999999], [4235.599999999991, 546.3000000000001], [4230.800000000003, 542.6], [4225.699999999997, 539.3000000000001], [4220.5, 536.3000000000001], [4212.300000000003, 532.6], [4203.599999999991, 529.4999999999999], [4199.199999999997, 528.1999999999999], [4194.800000000003, 526.9999999999999], [4185.599999999991, 524.9], [4176.399999999994, 523.3000000000001], [4167.099999999991, 522.1], [4156.699999999997, 520.9999999999999], [4146.399999999994, 520.1], [4135.899999999994, 519.4999999999999], [4129.899999999994, 519.1999999999999], [4123.099999999991, 518.8000000000001], [4108.199999999997, 518.1], [4104.699999999997, 506.19999999999993], [4101.899999999994, 495.9999999999999], [4099.300000000003, 485.4999999999999], [4097.399999999994, 476.4999999999999], [4095.699999999997, 467.6], [4094.300000000003, 458.6], [4092.5999999999913, 447.19999999999993], [4091.0999999999913, 435.69999999999993], [4089.899999999994, 423.9999999999999], [4088.899999999994, 412.9999999999999], [4088.0999999999913, 401.80000000000007], [4087.5, 391.4], [4086.5, 375.80000000000007], [4085.699999999997, 360.80000000000007], [4085.199999999997, 345.69999999999993], [4085.0, 330.19999999999993], [4085.0999999999913, 314.6], [4085.199999999997, 300.4], [4085.199999999997, 298.4]]"
L0003,s000101,M0003,"[[287.0, 1592.4], [147.0, 1592.4], [147.0, 1560.0], [287.0, 1560.0], [287.0, 1592.4]]"
L0003,s000102,M0003,"[[6983.0, 42.09999999999991], [7130.600000000006, 0.0], [7135.100000000006, 13.0], [7136.399999999994, 16.59999999999991], [7137.800000000003, 20.09999999999991], [7138.800000000003, 22.5], [7139.899999999994, 24.699999999999818], [7141.100000000006, 26.90000000000009], [7142.300000000003, 28.90000000000009], [7143.5, 30.90000000000009], [7144.800000000003, 32.69999999999982], [7146.300000000003, 34.5], [7148.0, 36.29999999999973], [7149.800000000003, 38.0], [7152.399999999994, 40.40000000000009], [7154.899999999994, 42.5], [7157.399999999994, 44.19999999999982], [7161.899999999994, 46.59999999999991], [7166.699999999997, 48.29999999999973], [7171.699999999997, 49.59999999999991], [7179.800000000003, 50.79999999999973], [7188.100000000006, 51.29999999999973], [7196.699999999997, 51.5], [7216.800000000003, 51.5], [7218.800000000003, 51.5], [7239.0, 51.5], [7247.600000000006, 51.29999999999973], [7255.899999999994, 50.79999999999973], [7263.899999999994, 49.59999999999991], [7269.0, 48.29999999999973], [7273.800000000003, 46.59999999999991], [7278.300000000003, 44.19999999999982], [7280.800000000003, 42.5], [7283.300000000003, 40.40000000000009], [7285.899999999994, 38.0], [7287.600000000006, 36.29999999999973], [7289.300000000003, 34.5], [7290.800000000003, 32.69999999999982], [7292.100000000006, 30.90000000000009], [7293.399999999994, 28.90000000000009], [7294.5, 26.90000000000009], [7295.699999999997, 24.699999999999818], [7296.800000000003, 22.5], [7297.899999999994, 20.09999999999991], [7299.300000000003, 16.59999999999991], [7300.600000000006, 13.0], [7305.100000000006, 0.0], [7452.699999999997, 42.09999999999991], [7451.100000000006, 51.0], [7450.800000000003, 53.0], [7449.399999999994, 60.59999999999991], [7447.800000000003, 69.79999999999973], [7446.300000000003, 78.69999999999982], [7445.600000000006, 83.59999999999991], [7445.300000000003, 85.09999999999991], [7445.0, 87.5], [7444.699999999997, 89.5], [7444.5, 91.0], [7444.100000000006, 93.40000000000009], [7443.600000000006, 96.90000000000009], [7442.399999999994, 106.09999999999991], [7441.300000000003, 114.90000000000009], [7440.399999999994, 123.59999999999991], [7439.800000000003, 130.79999999999973], [7439.399999999994, 137.9000000000001], [7438.5, 155.0], [7218.800000000003, 155.0], [7216.800000000003, 155.0], [6997.100000000006, 155.0], [6996.300000000003, 137.9000000000001], [6995.800000000003, 130.79999999999973], [6995.300000000003, 123.59999999999991], [6994.399999999994, 114.90000000000009], [6993.300000000003, 106.09999999999991], [6992.0, 96.90000000000009], [6991.600000000006, 93.40000000000009], [6991.199999999997, 91.0], [6991.0, 89.5], [6990.699999999997, 87.5], [6990.300000000003, 85.09999999999991], [6990.100000000006, 83.59999999999991], [6989.399999999994, 78.69999999999982], [6987.899999999994, 69.79999999999973], [6986.300000000003, 60.59999999999991], [6984.899999999994, 53.0], [6984.600000000006, 51.0], [6983.0, 42.09999999999991]]"
L0003,s000103,M0003,"[[17313.5, 815.7], [17292.0, 813.8000000000001], [17283.5, 813.1], [17274.300000000003, 812.5], [17265.600000000006, 812.0], [17255.399999999994, 811.4000000000001], [17245.5, 810.9000000000001], [17225.800000000003, 810.5], [17206.800000000003, 809.9000000000001], [17152.0, 809.3000000000001], [17191.0, 790.1], [17197.699999999997, 786.6], [17204.600000000006, 782.8000000000001], [17211.300000000003, 778.9000000000001], [17218.199999999997, 774.7], [17224.699999999997, 770.8000000000001], [17230.800000000003, 766.7], [17237.600000000006, 762.3000000000001], [17245.899999999994, 756.5], [17254.800000000003, 749.7], [17258.300000000003, 747.0], [17262.100000000006, 743.9000000000001], [17266.899999999994, 739.9000000000001], [17280.0, 729.0], [17313.5, 815.7]]"
