下料批次号,零件号,面料号,零件外轮廓线坐标
L0003,s000052,M0003,"[[25527.0, 12383.0], [25649.0, 12374.0], [25771.0, 12363.0], [26022.0, 12337.0], [26340.0, 12297.0], [26657.0, 12252.0], [26820.0, 12227.0], [26982.0, 12202.0], [27144.0, 12174.0], [27305.0, 12144.0], [27468.0, 12112.0], [27631.0, 12078.0], [27959.0, 12008.0], [28364.0, 11920.0], [28568.0, 11878.0], [28773.0, 11838.0], [28840.0, 11825.0], [29009.0, 11793.0], [29272.0, 11747.0], [29441.0, 11720.0], [29568.0, 11700.0], [29632.0, 11691.0], [29696.0, 11682.0], [29769.0, 11674.0], [29842.0, 11667.0], [29915.0, 11660.0], [29988.0, 11653.0], [30064.0, 11647.0], [30141.0, 11642.0], [30220.0, 11636.0], [30302.0, 11630.0], [30361.0, 11627.0], [30422.0, 11623.0], [30483.0, 11619.0], [30545.0, 11617.0], [30668.0, 11610.0], [30728.0, 11607.0], [30787.0, 11604.0], [30843.0, 11601.0], [30897.0, 11599.0], [30948.0, 11596.0], [30999.0, 11593.0], [31042.0, 11593.0], [31063.0, 11591.0], [31084.0, 11590.0], [31100.0, 11591.0], [31111.0, 11590.0], [31131.0, 11588.0], [31191.0, 11588.0], [31219.0, 11589.0], [31232.0, 11589.0], [31243.0, 11590.0], [31244.0, 11604.0], [31246.0, 11621.0], [31249.0, 11658.0], [31252.0, 11698.0], [31255.0, 11738.0], [31258.0, 11768.0], [31260.0, 11799.0], [31264.0, 11830.0], [31271.0, 11897.0], [31280.0, 11965.0], [31286.0, 12017.0], [31293.0, 12066.0], [31309.0, 12161.0], [31327.0, 12255.0], [31348.0, 12350.0], [31361.0, 12402.0], [31376.0, 12455.0], [31390.0, 12505.0], [31415.0, 12575.0], [31449.0, 12691.0], [31447.0, 12821.0], [31447.0, 12867.0], [31448.0, 12913.0], [31452.0, 13008.0], [31457.0, 13082.0], [31462.0, 13157.0], [31469.0, 13231.0], [31477.0, 13304.0], [31490.0, 13422.0], [31504.0, 13541.0], [31520.0, 13655.0], [31538.0, 13768.0], [31554.0, 13864.0], [31572.0, 13959.0], [31591.0, 14055.0], [31603.0, 14110.0], [31616.0, 14165.0], [31633.0, 14242.0], [31651.0, 14319.0], [31659.0, 14356.0], [31667.0, 14392.0], [31674.0, 14426.0], [31681.0, 14457.0], [29795.0, 14624.0], [29784.0, 14627.0], [29774.0, 14629.0], [29762.0, 14632.0], [29736.0, 14639.0], [29710.0, 14646.0], [29688.0, 14652.0], [29668.0, 14658.0], [29625.0, 14670.0], [29537.0, 14700.0], [29494.0, 14717.0], [29452.0, 14735.0], [29403.0, 14760.0], [29355.0, 14786.0], [29311.0, 14812.0], [29268.0, 14842.0], [29239.0, 14866.0], [29210.0, 14892.0], [29183.0, 14918.0], [29157.0, 14947.0], [29132.0, 14976.0], [29088.0, 15038.0], [29053.0, 15100.0], [29035.0, 15138.0], [29024.0, 15164.0], [29011.0, 15198.0], [28999.0, 15231.0], [28989.0, 15265.0], [28979.0, 15302.0], [28970.0, 15339.0], [28960.0, 15378.0], [28953.0, 15417.0], [28939.0, 15500.0], [28934.0, 15536.0], [28930.0, 15573.0], [28927.0, 15614.0], [28926.0, 15636.0], [28924.0, 15659.0], [28923.0, 15685.0], [28921.0, 15708.0], [28921.0, 15759.0], [28920.0, 15779.0], [28921.0, 15796.0], [28921.0, 15834.0], [28922.0, 15855.0], [28922.0, 15864.0], [28923.0, 15872.0], [28923.0, 15881.0], [28911.0, 15889.0], [28898.0, 15898.0], [28883.0, 15908.0], [28869.0, 15918.0], [28856.0, 15929.0], [28841.0, 15938.0], [28827.0, 15951.0], [28814.0, 15960.0], [28801.0, 15954.0], [28786.0, 15946.0], [28754.0, 15930.0], [28736.0, 15920.0], [28718.0, 15910.0], [28697.0, 15899.0], [28675.0, 15888.0], [28648.0, 15874.0], [28619.0, 15858.0], [28592.0, 15844.0], [28562.0, 15829.0], [28531.0, 15813.0], [28468.0, 15780.0], [28401.0, 15747.0], [28370.0, 15731.0], [28338.0, 15715.0], [28326.0, 15710.0], [28262.0, 15679.0], [28191.0, 15644.0], [28123.0, 15613.0], [28057.0, 15585.0], [27991.0, 15557.0], [27928.0, 15530.0], [27865.0, 15505.0], [27799.0, 15480.0], [27740.0, 15458.0], [27680.0, 15435.0], [27619.0, 15413.0], [27558.0, 15392.0], [27495.0, 15372.0], [27432.0, 15352.0], [27369.0, 15332.0], [27306.0, 15315.0], [27196.0, 15285.0], [27086.0, 15259.0], [26976.0, 15234.0], [26920.0, 15223.0], [26864.0, 15213.0], [26761.0, 15194.0], [26658.0, 15177.0], [26553.0, 15161.0], [26451.0, 15145.0], [26346.0, 15132.0], [26241.0, 15120.0], [26032.0, 15097.0], [25780.0, 15073.0], [25535.0, 15054.0], [25424.0, 15047.0], [25318.0, 15041.0], [25108.0, 15032.0], [24683.0, 15018.0], [24160.0, 15000.0], [23757.0, 14984.0], [23611.0, 14978.0], [23466.0, 14973.0], [23346.0, 14969.0], [23226.0, 14964.0], [23108.0, 14960.0], [22990.0, 14956.0], [22754.0, 14948.0], [22636.0, 14944.0], [22515.0, 14940.0], [22395.0, 14936.0], [22272.0, 14932.0], [22146.0, 14928.0], [22019.0, 14924.0], [21890.0, 14921.0], [21757.0, 14917.0], [21620.0, 14913.0], [21481.0, 14909.0], [21387.0, 14906.0], [21289.0, 14901.0], [21193.0, 14898.0], [21096.0, 14896.0], [20906.0, 14892.0], [20812.0, 14888.0], [20723.0, 14886.0], [20637.0, 14888.0], [20552.0, 14891.0], [20472.0, 14892.0], [20433.0, 14893.0], [20364.0, 14894.0], [20266.0, 14896.0], [20208.0, 14898.0], [20186.0, 14898.0], [20162.0, 14899.0], [20162.0, 12538.0], [20171.0, 12538.0], [20185.0, 12539.0], [20201.0, 12540.0], [20221.0, 12540.0], [20243.0, 12541.0], [20267.0, 12542.0], [20292.0, 12543.0], [20316.0, 12543.0], [20339.0, 12544.0], [20365.0, 12544.0], [20398.0, 12545.0], [20464.0, 12547.0], [20532.0, 12549.0], [20606.0, 12551.0], [20682.0, 12554.0], [20721.0, 12554.0], [20760.0, 12552.0], [20841.0, 12551.0], [20923.0, 12550.0], [21089.0, 12548.0], [21172.0, 12547.0], [21254.0, 12544.0], [21337.0, 12540.0], [21416.0, 12537.0], [21571.0, 12530.0], [21723.0, 12524.0], [21870.0, 12519.0], [22013.0, 12515.0], [22151.0, 12511.0], [22288.0, 12506.0], [22422.0, 12502.0], [22554.0, 12497.0], [22683.0, 12493.0], [22812.0, 12488.0], [22942.0, 12482.0], [23201.0, 12473.0], [23331.0, 12468.0], [23463.0, 12463.0], [23612.0, 12457.0], [23763.0, 12451.0], [23916.0, 12445.0], [24197.0, 12435.0], [24717.0, 12418.0], [25123.0, 12403.0], [25325.0, 12395.0], [25527.0, 12383.0]]"
L0003,s000053,M0003,"[[98249.0, 3060.0], [103949.0, 3060.0], [103949.0, 3710.0], [98249.0, 3710.0], [98249.0, 3060.0]]"
L0003,s000054,M0003,"[[17135.0, 5660.0], [17135.0, 6340.0], [15123.0, 6340.0], [15123.0, 5660.0], [17135.0, 5660.0]]"
L0003,s000055,M0003,"[[164973.0, 3290.0], [164988.0, 3479.0], [164994.0, 3542.0], [165001.0, 3605.0], [165008.0, 3667.0], [165016.0, 3730.0], [165025.0, 3794.0], [165047.0, 3962.0], [165053.0, 4003.0], [165058.0, 4044.0], [165064.0, 4084.0], [165069.0, 4122.0], [165069.0, 4622.0], [164955.0, 4638.0], [164841.0, 4653.0], [164724.0, 4668.0], [164606.0, 4682.0], [164467.0, 4699.0], [164397.0, 4706.0], [164328.0, 4713.0], [164266.0, 4719.0], [164203.0, 4724.0], [164095.0, 4732.0], [163987.0, 4739.0], [163914.0, 4744.0], [163842.0, 4747.0], [163769.0, 4750.0], [163697.0, 4752.0], [163605.0, 4753.0], [163502.0, 4755.0], [163450.0, 4756.0], [162821.0, 4756.0], [162745.0, 4754.0], [162668.0, 4751.0], [162592.0, 4747.0], [162518.0, 4743.0], [162482.0, 4741.0], [162447.0, 4738.0], [162381.0, 4734.0], [162350.0, 4731.0], [162320.0, 4729.0], [162302.0, 4707.0], [162268.0, 4667.0], [162251.0, 4648.0], [162227.0, 4621.0], [162201.0, 4594.0], [162147.0, 4542.0], [162110.0, 4510.0], [162083.0, 4490.0], [162055.0, 4470.0], [162026.0, 4452.0], [161998.0, 4435.0], [161956.0, 4409.0], [161935.0, 4397.0], [161912.0, 4383.0], [161912.0, 3883.0], [161963.0, 3773.0], [164473.0, 3290.0], [164973.0, 3290.0]]"
L0003,s000056,M0003,"[[64214.0, 9180.0], [64214.0, 9780.0], [62884.0, 9780.0], [62884.0, 9180.0], [64214.0, 9180.0]]"
L0003,s000057,M0003,"[[111309.0, 2747.0], [111315.0, 2788.0], [111321.0, 2830.0], [111335.0, 2916.0], [111346.0, 2976.0], [111356.0, 3035.0], [111367.0, 3093.0], [111377.0, 3147.0], [108948.0, 3146.0], [108858.0, 3039.0], [108872.0, 3021.0], [108884.0, 3003.0], [108909.0, 2970.0], [108944.0, 2920.0], [108980.0, 2867.0], [109000.0, 2832.0], [109020.0, 2796.0], [109038.0, 2761.0], [109055.0, 2727.0], [109323.0, 2646.0], [110079.0, 2646.0], [110151.0, 2647.0], [111295.0, 2647.0], [111299.0, 2675.0], [111303.0, 2700.0], [111306.0, 2724.0], [111309.0, 2747.0]]"
L0003,s000058,M0003,"[[49369.0, 11963.0], [49641.0, 11949.0], [49935.0, 11932.0], [50228.0, 11912.0], [50540.0, 11890.0], [50851.0, 11864.0], [51159.0, 11837.0], [51400.0, 11815.0], [51637.0, 11790.0], [51874.0, 11760.0], [52110.0, 11727.0], [52219.0, 11710.0], [52329.0, 11691.0], [52417.0, 11675.0], [52504.0, 11657.0], [52589.0, 11640.0], [52671.0, 11622.0], [52717.0, 11612.0], [52764.0, 11602.0], [52814.0, 11591.0], [52841.0, 11586.0], [52870.0, 11579.0], [52889.0, 11602.0], [52911.0, 11627.0], [52935.0, 11653.0], [52958.0, 11679.0], [52998.0, 11719.0], [53031.0, 11750.0], [53061.0, 11776.0], [53092.0, 11798.0], [53123.0, 11818.0], [53148.0, 11833.0], [53173.0, 11848.0], [53225.0, 11872.0], [53257.0, 11886.0], [53291.0, 11898.0], [53325.0, 11908.0], [53360.0, 11917.0], [53400.0, 11926.0], [53439.0, 11934.0], [53478.0, 11939.0], [53570.0, 11949.0], [53603.0, 11952.0], [53703.0, 11961.0], [53802.0, 11967.0], [54029.0, 11984.0], [54257.0, 12001.0], [54488.0, 12018.0], [54602.0, 12027.0], [54715.0, 12035.0], [54805.0, 12042.0], [54895.0, 12049.0], [54987.0, 12055.0], [55083.0, 12063.0], [55081.0, 12090.0], [55079.0, 12118.0], [55075.0, 12162.0], [55074.0, 12179.0], [55069.0, 12242.0], [55065.0, 12304.0], [55060.0, 12375.0], [55056.0, 12444.0], [55049.0, 12584.0], [55046.0, 12654.0], [55044.0, 12723.0], [55042.0, 12850.0], [55042.0, 12976.0], [55045.0, 13102.0], [55047.0, 13229.0], [55051.0, 13318.0], [55055.0, 13406.0], [55059.0, 13495.0], [55065.0, 13582.0], [55074.0, 13690.0], [55084.0, 13795.0], [55090.0, 13848.0], [55096.0, 13902.0], [55107.0, 14001.0], [55108.0, 14006.0], [55113.0, 14056.0], [55116.0, 14079.0], [55118.0, 14102.0], [53234.0, 14538.0], [53234.0, 14555.0], [53202.0, 14553.0], [53168.0, 14551.0], [53097.0, 14547.0], [53014.0, 14542.0], [52926.0, 14536.0], [52821.0, 14529.0], [52729.0, 14521.0], [52680.0, 14517.0], [52539.0, 14505.0], [52194.0, 14472.0], [52022.0, 14455.0], [51849.0, 14437.0], [51506.0, 14401.0], [51162.0, 14365.0], [50994.0, 14349.0], [50825.0, 14334.0], [50761.0, 14329.0], [50359.0, 14298.0], [50208.0, 14287.0], [49927.0, 14268.0], [49647.0, 14251.0], [49369.0, 14238.0], [49124.0, 14227.0], [48879.0, 14218.0], [48489.0, 14208.0], [48058.0, 14198.0], [47838.0, 14192.0], [47442.0, 14181.0], [47092.0, 14172.0], [46654.0, 14158.0], [46211.0, 14146.0], [45769.0, 14136.0], [45230.0, 14122.0], [44926.0, 14114.0], [44774.0, 14111.0], [44624.0, 14110.0], [44502.0, 14110.0], [44437.0, 14112.0], [44370.0, 14113.0], [44303.0, 14115.0], [44236.0, 14117.0], [44172.0, 14120.0], [44111.0, 14122.0], [44054.0, 14124.0], [44028.0, 14125.0], [44003.0, 14126.0], [44003.0, 12076.0], [44023.0, 12078.0], [44044.0, 12079.0], [44090.0, 12082.0], [44140.0, 12085.0], [44193.0, 12087.0], [44248.0, 12090.0], [44303.0, 12093.0], [44359.0, 12095.0], [44412.0, 12096.0], [44497.0, 12098.0], [44578.0, 12097.0], [44660.0, 12095.0], [44823.0, 12090.0], [45030.0, 12084.0], [45235.0, 12080.0], [45649.0, 12069.0], [46478.0, 12047.0], [47308.0, 12025.0], [47807.0, 12013.0], [48090.0, 12006.0], [48479.0, 11997.0], [48881.0, 11985.0], [49125.0, 11975.0], [49369.0, 11963.0]]"
L0003,s000059,M0003,"[[48099.0, 15737.0], [47999.0, 15718.0], [47892.0, 15700.0], [47810.0, 15689.0], [47728.0, 15679.0], [47603.0, 15666.0], [47477.0, 15657.0], [47358.0, 15653.0], [47237.0, 15652.0], [47150.0, 15651.0], [47062.0, 15652.0], [46975.0, 15654.0], [46887.0, 15657.0], [46635.0, 15668.0], [46622.0, 15669.0], [46432.0, 15679.0], [46351.0, 15683.0], [46188.0, 15692.0], [45988.0, 15703.0], [45786.0, 15715.0], [45378.0, 15736.0], [45194.0, 15744.0], [45011.0, 15751.0], [44665.0, 15765.0], [44405.0, 15775.0], [44353.0, 15776.0], [44300.0, 15777.0], [44247.0, 15778.0], [44088.0, 15778.0], [44036.0, 15777.0], [43987.0, 15777.0], [43942.0, 15776.0], [43902.0, 15775.0], [43900.0, 15661.0], [43899.0, 15550.0], [43897.0, 15442.0], [43896.0, 15334.0], [43894.0, 15201.0], [43892.0, 15067.0], [43889.0, 14796.0], [43888.0, 14512.0], [43887.0, 14371.0], [43887.0, 14231.0], [43934.0, 14229.0], [43982.0, 14227.0], [44082.0, 14224.0], [44185.0, 14221.0], [44287.0, 14221.0], [44430.0, 14224.0], [44571.0, 14230.0], [44798.0, 14239.0], [44882.0, 14242.0], [45056.0, 14249.0], [45320.0, 14262.0], [45494.0, 14273.0], [45653.0, 14283.0], [45807.0, 14294.0], [45955.0, 14305.0], [46099.0, 14318.0], [46239.0, 14331.0], [46380.0, 14346.0], [46616.0, 14372.0], [46821.0, 14396.0], [47155.0, 14436.0], [47375.0, 14460.0], [47461.0, 14469.0], [47598.0, 14481.0], [47735.0, 14492.0], [47807.0, 14498.0], [47961.0, 14511.0], [48211.0, 14532.0], [48415.0, 14549.0], [48619.0, 14567.0], [48685.0, 14573.0], [48753.0, 14580.0], [48815.0, 14585.0], [48876.0, 14591.0], [48936.0, 14597.0], [48964.0, 14600.0], [48990.0, 14602.0], [48989.0, 14620.0], [48987.0, 14640.0], [48985.0, 14662.0], [48982.0, 14683.0], [48979.0, 14704.0], [48976.0, 14725.0], [48973.0, 14743.0], [48968.0, 14773.0], [48965.0, 14798.0], [48961.0, 14818.0], [48959.0, 14838.0], [48956.0, 14856.0], [48953.0, 14891.0], [48949.0, 14924.0], [48947.0, 14964.0], [48944.0, 15004.0], [48943.0, 15024.0], [48943.0, 15087.0], [48947.0, 15152.0], [48950.0, 15182.0], [48954.0, 15213.0], [48961.0, 15248.0], [48968.0, 15282.0], [48977.0, 15315.0], [48987.0, 15347.0], [49000.0, 15380.0], [49013.0, 15412.0], [49027.0, 15441.0], [49042.0, 15468.0], [49058.0, 15493.0], [49073.0, 15515.0], [49091.0, 15538.0], [49109.0, 15561.0], [49128.0, 15582.0], [49151.0, 15604.0], [49169.0, 15621.0], [49175.0, 15626.0], [49202.0, 15651.0], [49245.0, 15688.0], [49268.0, 15707.0], [49289.0, 15724.0], [49310.0, 15740.0], [49351.0, 15768.0], [49395.0, 15793.0], [49428.0, 15810.0], [49461.0, 15825.0], [49493.0, 15839.0], [49524.0, 15852.0], [49557.0, 15866.0], [49574.0, 15873.0], [49594.0, 15882.0], [49577.0, 16000.0], [49525.0, 15993.0], [49471.0, 15985.0], [49364.0, 15969.0], [49176.0, 15942.0], [49065.0, 15924.0], [48946.0, 15903.0], [48827.0, 15882.0], [48657.0, 15849.0], [48488.0, 15815.0], [48319.0, 15781.0], [48106.0, 15738.0], [48099.0, 15737.0]]"
L0003,s000060,M0003,"[[12188.0, 15559.0], [12188.0, 15959.0], [9188.0, 15959.0], [9188.0, 15559.0], [12188.0, 15559.0]]"
L0003,s000061,M0003,"[[17020.0, 11705.0], [17020.0, 12105.0], [15020.0, 12105.0], [15020.0, 11705.0], [17020.0, 11705.0]]"
L0003,s000062,M0003,"[[104198.0, 9325.0], [104122.0, 9324.0], [104046.0, 9324.0], [103943.0, 9323.0], [103383.0, 9323.0], [103340.0, 9324.0], [103262.0, 9324.0], [103189.0, 9739.0], [100687.0, 9739.0], [100686.0, 9174.0], [100686.0, 7269.0], [100788.0, 7262.0], [100889.0, 7256.0], [100987.0, 7252.0], [101086.0, 7250.0], [101200.0, 7252.0], [101316.0, 7257.0], [101432.0, 7263.0], [101548.0, 7271.0], [102012.0, 7297.0], [102434.0, 7323.0], [102855.0, 7351.0], [103229.0, 7376.0], [103416.0, 7389.0], [103425.0, 7389.0], [103567.0, 7398.0], [103718.0, 7406.0], [103861.0, 7410.0], [104004.0, 7413.0], [104109.0, 7414.0], [104214.0, 7413.0], [104348.0, 7408.0], [104482.0, 7399.0], [104585.0, 7388.0], [104687.0, 7374.0], [104882.0, 7344.0], [104891.0, 7342.0], [105077.0, 7308.0], [105235.0, 7274.0], [105371.0, 7245.0], [105507.0, 7214.0], [105651.0, 7178.0], [105770.0, 7148.0], [105889.0, 7116.0], [106010.0, 7083.0], [106101.0, 7059.0], [106193.0, 7034.0], [106281.0, 7010.0], [106324.0, 6999.0], [106365.0, 6988.0], [106394.0, 7099.0], [106463.0, 7101.0], [106531.0, 7103.0], [106687.0, 7103.0], [106758.0, 7102.0], [106812.0, 7101.0], [106829.0, 7100.0], [106904.0, 7097.0], [106989.0, 7093.0], [107073.0, 7087.0], [107181.0, 7078.0], [107288.0, 7064.0], [107390.0, 7048.0], [107491.0, 7028.0], [107606.0, 7002.0], [107662.0, 6988.0], [107718.0, 6974.0], [107731.0, 7006.0], [107744.0, 7037.0], [107768.0, 7095.0], [107791.0, 7151.0], [107815.0, 7206.0], [107851.0, 7289.0], [107861.0, 7313.0], [107888.0, 7374.0], [107965.0, 7545.0], [108027.0, 7683.0], [108073.0, 7779.0], [108120.0, 7875.0], [108216.0, 8067.0], [108255.0, 8145.0], [108262.0, 8160.0], [108294.0, 8224.0], [108325.0, 8287.0], [108356.0, 8349.0], [108386.0, 8409.0], [108415.0, 8465.0], [108390.0, 8494.0], [108365.0, 8524.0], [108345.0, 8550.0], [108328.0, 8577.0], [108311.0, 8608.0], [108296.0, 8640.0], [108281.0, 8674.0], [108269.0, 8710.0], [108256.0, 8751.0], [108246.0, 8793.0], [108236.0, 8843.0], [108229.0, 8894.0], [108224.0, 8954.0], [108221.0, 9013.0], [108219.0, 9103.0], [108218.0, 9194.0], [108217.0, 9262.0], [108217.0, 9305.0], [108216.0, 9360.0], [108215.0, 9413.0], [108177.0, 9413.0], [108133.0, 9414.0], [108088.0, 9414.0], [108042.0, 9415.0], [108011.0, 9416.0], [107980.0, 9417.0], [107876.0, 9419.0], [107729.0, 9422.0], [107580.0, 9424.0], [107468.0, 9425.0], [107355.0, 9426.0], [107135.0, 9429.0], [106902.0, 9428.0], [106705.0, 9425.0], [106427.0, 9417.0], [106190.0, 9409.0], [105957.0, 9399.0], [105723.0, 9387.0], [105492.0, 9375.0], [105260.0, 9361.0], [104901.0, 9342.0], [104723.0, 9335.0], [104543.0, 9329.0], [104315.0, 9325.0], [104198.0, 9325.0]]"
L0003,s000063,M0003,"[[159540.0, 14431.0], [158998.0, 14355.0], [158720.0, 13022.0], [159246.0, 13023.0], [159540.0, 14431.0]]"
L0003,s000064,M0003,"[[143443.0, 334.0], [144609.0, 69.0], [144719.0, 456.0], [144755.0, 449.0], [144791.0, 441.0], [144830.0, 433.0], [144870.0, 424.0], [144953.0, 407.0], [145040.0, 389.0], [145129.0, 370.0], [145219.0, 352.0], [145310.0, 334.0], [145399.0, 316.0], [145529.0, 291.0], [145656.0, 267.0], [145913.0, 222.0], [146172.0, 179.0], [146430.0, 140.0], [146646.0, 110.0], [146863.0, 82.0], [147126.0, 53.0], [147258.0, 40.0], [147390.0, 28.0], [147566.0, 16.0], [147744.0, 7.0], [147922.0, 2.0], [148107.0, 0.0], [148280.0, 4.0], [148454.0, 11.0], [148542.0, 15.0], [148631.0, 19.0], [148735.0, 25.0], [148947.0, 39.0], [149052.0, 46.0], [149155.0, 54.0], [149253.0, 61.0], [149300.0, 64.0], [149346.0, 68.0], [149390.0, 71.0], [149432.0, 74.0], [149424.0, 182.0], [149397.0, 200.0], [149366.0, 219.0], [149333.0, 240.0], [149300.0, 261.0], [149257.0, 287.0], [149172.0, 338.0], [149088.0, 386.0], [149006.0, 434.0], [148931.0, 478.0], [148854.0, 523.0], [148702.0, 615.0], [148647.0, 649.0], [148592.0, 684.0], [148539.0, 720.0], [148487.0, 757.0], [148445.0, 791.0], [148402.0, 829.0], [148380.0, 850.0], [148360.0, 872.0], [148341.0, 896.0], [148322.0, 921.0], [148298.0, 957.0], [148277.0, 994.0], [148257.0, 1035.0], [148241.0, 1076.0], [148223.0, 1131.0], [148209.0, 1188.0], [148199.0, 1246.0], [148194.0, 1297.0], [148193.0, 1304.0], [148192.0, 1348.0], [148192.0, 1392.0], [148193.0, 1439.0], [148194.0, 1489.0], [148197.0, 1522.0], [148200.0, 1559.0], [148204.0, 1595.0], [148209.0, 1631.0], [148214.0, 1666.0], [148217.0, 1697.0], [148220.0, 1711.0], [148222.0, 1725.0], [148223.0, 1736.0], [148226.0, 1752.0], [148230.0, 1765.0], [148225.0, 1844.0], [148208.0, 1843.0], [148192.0, 1842.0], [148177.0, 1841.0], [148164.0, 1841.0], [148142.0, 1840.0], [148124.0, 1839.0], [148110.0, 1838.0], [148098.0, 1837.0], [148077.0, 1836.0], [148056.0, 1835.0], [148033.0, 1834.0], [148008.0, 1832.0], [147981.0, 1831.0], [147953.0, 1829.0], [147923.0, 1827.0], [147860.0, 1823.0], [147791.0, 1818.0], [147719.0, 1814.0], [147642.0, 1809.0], [147563.0, 1804.0], [147481.0, 1798.0], [147397.0, 1793.0], [147228.0, 1783.0], [147144.0, 1778.0], [147061.0, 1774.0], [146979.0, 1770.0], [146900.0, 1766.0], [146818.0, 1763.0], [146739.0, 1760.0], [146583.0, 1756.0], [146377.0, 1755.0], [146169.0, 1758.0], [145939.0, 1765.0], [145710.0, 1775.0], [145404.0, 1794.0], [145066.0, 1820.0], [144702.0, 1853.0], [144515.0, 1871.0], [144386.0, 1885.0], [144327.0, 1891.0], [144112.0, 1916.0], [144005.0, 1929.0], [143901.0, 1942.0], [143536.0, 2119.0], [143517.0, 2053.0], [143496.0, 1984.0], [143475.0, 1912.0], [143454.0, 1838.0], [143431.0, 1763.0], [143409.0, 1686.0], [143363.0, 1529.0], [143318.0, 1372.0], [143273.0, 1216.0], [143251.0, 1141.0], [143230.0, 1067.0], [143210.0, 995.0], [143190.0, 926.0], [143174.0, 870.0], [143159.0, 814.0], [143144.0, 758.0], [143128.0, 700.0], [143111.0, 639.0], [143093.0, 574.0], [143084.0, 539.0], [143074.0, 502.0], [143064.0, 464.0], [143052.0, 423.0], [143443.0, 334.0]]"
L0003,s000065,M0003,"[[12865.0, 5243.0], [9670.0, 5076.0], [9683.0, 4826.0], [12878.0, 4994.0], [12865.0, 5243.0]]"
