下料批次号,零件号,面料号,零件外轮廓线坐标
L0004,s000071,M0004,"[[24454.0, 6674.0], [24454.0, 7198.0], [23084.0, 7198.0], [23084.0, 6976.0], [22889.0, 6976.0], [22714.0, 6755.0], [22714.0, 6685.0], [22723.0, 6674.0], [22865.0, 6494.0], [24454.0, 6494.0], [24454.0, 6674.0]]"
L0004,s000072,M0004,"[[145424.0, 6983.0], [145424.0, 6833.0], [148114.0, 6833.0], [148114.0, 7440.0], [148112.0, 7463.0], [148111.0, 7485.0], [148106.0, 7511.0], [148099.0, 7537.0], [148090.0, 7563.0], [148079.0, 7586.0], [148067.0, 7609.0], [148052.0, 7633.0], [148036.0, 7652.0], [148017.0, 7671.0], [147981.0, 7698.0], [147940.0, 7720.0], [147898.0, 7735.0], [147857.0, 7747.0], [147813.0, 7755.0], [147773.0, 7757.0], [147737.0, 7758.0], [145801.0, 7758.0], [145765.0, 7757.0], [145724.0, 7755.0], [145681.0, 7747.0], [145640.0, 7735.0], [145597.0, 7720.0], [145557.0, 7698.0], [145520.0, 7671.0], [145502.0, 7652.0], [145486.0, 7633.0], [145471.0, 7609.0], [145459.0, 7586.0], [145448.0, 7563.0], [145438.0, 7537.0], [145432.0, 7511.0], [145427.0, 7485.0], [145425.0, 7463.0], [145424.0, 7440.0], [145424.0, 6983.0]]"
L0004,s000073,M0004,"[[8248.0, 7325.0], [8151.0, 7350.0], [7628.0, 5656.0], [7772.0, 5602.0], [7827.0, 5580.0], [7879.0, 5559.0], [7959.0, 5525.0], [8034.0, 5487.0], [8105.0, 5443.0], [8146.0, 5412.0], [8184.0, 5378.0], [8219.0, 5341.0], [8244.0, 5309.0], [8267.0, 5275.0], [8288.0, 5240.0], [8318.0, 5178.0], [8343.0, 5113.0], [8363.0, 5046.0], [8372.0, 5001.0], [8380.0, 4956.0], [8384.0, 4910.0], [8386.0, 4864.0], [8386.0, 4815.0], [8384.0, 4765.0], [8380.0, 4610.0], [8376.0, 4572.0], [8369.0, 4523.0], [8359.0, 4464.0], [8370.0, 4406.0], [8378.0, 4359.0], [8383.0, 4315.0], [8386.0, 4266.0], [8386.0, 4217.0], [8380.0, 3981.0], [8377.0, 3959.0], [8370.0, 3915.0], [8377.0, 3869.0], [8381.0, 3836.0], [8384.0, 3801.0], [8386.0, 3758.0], [8386.0, 3713.0], [8384.0, 3665.0], [8386.0, 3614.0], [8386.0, 3565.0], [8384.0, 3519.0], [8380.0, 3473.0], [8372.0, 3428.0], [8363.0, 3383.0], [8343.0, 3316.0], [8318.0, 3251.0], [8288.0, 3189.0], [8267.0, 3154.0], [8244.0, 3120.0], [8219.0, 3088.0], [8184.0, 3051.0], [8146.0, 3017.0], [8105.0, 2986.0], [8034.0, 2942.0], [7959.0, 2904.0], [7879.0, 2870.0], [7827.0, 2849.0], [7772.0, 2827.0], [7629.0, 2774.0], [8151.0, 1079.0], [8248.0, 1104.0], [8558.0, 1184.0], [8714.0, 1221.0], [8872.0, 1255.0], [9031.0, 1284.0], [9194.0, 1307.0], [9291.0, 1317.0], [9386.0, 1323.0], [9481.0, 1323.0], [9527.0, 1321.0], [9572.0, 1316.0], [9616.0, 1308.0], [9659.0, 1299.0], [9701.0, 1286.0], [9741.0, 1272.0], [9780.0, 1252.0], [9819.0, 1229.0], [9856.0, 1203.0], [9891.0, 1176.0], [9957.0, 1110.0], [9964.0, 1102.0], [9971.0, 1093.0], [9978.0, 1084.0], [10007.0, 1043.0], [10034.0, 999.0], [10058.0, 954.0], [10081.0, 906.0], [10162.0, 724.0], [10211.0, 734.0], [10228.0, 738.0], [10233.0, 739.0], [10395.0, 771.0], [10558.0, 801.0], [10722.0, 827.0], [10886.0, 851.0], [11052.0, 871.0], [11217.0, 889.0], [11384.0, 903.0], [11467.0, 910.0], [11549.0, 915.0], [11714.0, 924.0], [11883.0, 930.0], [12047.0, 933.0], [12213.0, 933.0], [12429.0, 925.0], [12646.0, 913.0], [12861.0, 897.0], [13078.0, 878.0], [13511.0, 829.0], [13727.0, 801.0], [13944.0, 771.0], [14375.0, 706.0], [14913.0, 622.0], [14929.0, 755.0], [14932.0, 779.0], [14935.0, 802.0], [14952.0, 921.0], [14973.0, 1037.0], [14998.0, 1150.0], [15043.0, 1304.0], [15097.0, 1459.0], [15156.0, 1611.0], [15215.0, 1755.0], [15274.0, 1905.0], [15327.0, 2057.0], [15371.0, 2205.0], [15406.0, 2356.0], [15435.0, 2506.0], [15443.0, 2565.0], [15451.0, 2622.0], [15457.0, 2681.0], [15471.0, 2877.0], [15476.0, 3073.0], [15476.0, 5357.0], [15471.0, 5552.0], [15457.0, 5749.0], [15451.0, 5807.0], [15443.0, 5865.0], [15435.0, 5923.0], [15406.0, 6074.0], [15371.0, 6224.0], [15327.0, 6373.0], [15273.0, 6525.0], [15215.0, 6673.0], [15156.0, 6818.0], [15097.0, 6971.0], [15043.0, 7125.0], [14998.0, 7280.0], [14973.0, 7393.0], [14952.0, 7509.0], [14935.0, 7627.0], [14932.0, 7650.0], [14929.0, 7672.0], [14913.0, 7807.0], [14376.0, 7723.0], [13944.0, 7659.0], [13727.0, 7628.0], [13510.0, 7600.0], [13078.0, 7552.0], [12861.0, 7532.0], [12645.0, 7516.0], [12429.0, 7504.0], [12212.0, 7497.0], [12047.0, 7497.0], [11882.0, 7500.0], [11715.0, 7506.0], [11547.0, 7514.0], [11467.0, 7520.0], [11384.0, 7526.0], [11217.0, 7540.0], [11052.0, 7558.0], [10886.0, 7578.0], [10722.0, 7602.0], [10557.0, 7628.0], [10395.0, 7658.0], [10233.0, 7690.0], [10216.0, 7694.0], [10210.0, 7695.0], [10162.0, 7705.0], [10081.0, 7523.0], [10058.0, 7475.0], [10034.0, 7430.0], [10007.0, 7386.0], [9978.0, 7345.0], [9971.0, 7336.0], [9963.0, 7327.0], [9957.0, 7319.0], [9890.0, 7254.0], [9856.0, 7226.0], [9819.0, 7200.0], [9780.0, 7177.0], [9740.0, 7158.0], [9701.0, 7143.0], [9659.0, 7130.0], [9616.0, 7121.0], [9571.0, 7113.0], [9526.0, 7109.0], [9481.0, 7106.0], [9386.0, 7106.0], [9291.0, 7112.0], [9194.0, 7122.0], [9031.0, 7145.0], [8872.0, 7174.0], [8714.0, 7208.0], [8558.0, 7245.0], [8248.0, 7325.0]]"
L0004,s000074,M0004,"[[133444.0, 2908.0], [133450.0, 2907.0], [133459.0, 2905.0], [133504.0, 2893.0], [133550.0, 2880.0], [133576.0, 2872.0], [133686.0, 2837.0], [133659.0, 3362.0], [133651.0, 3516.0], [132902.0, 3615.0], [132879.0, 3612.0], [132796.0, 3601.0], [132714.0, 3591.0], [132634.0, 3582.0], [132612.0, 3580.0], [132607.0, 3580.0], [132601.0, 3579.0], [132598.0, 3579.0], [132547.0, 3575.0], [132500.0, 3571.0], [132448.0, 3568.0], [132396.0, 3565.0], [132334.0, 3561.0], [132248.0, 3556.0], [132060.0, 3550.0], [131940.0, 3545.0], [131903.0, 3545.0], [131869.0, 3544.0], [131864.0, 3543.0], [131847.0, 3543.0], [131774.0, 3542.0], [131619.0, 3539.0], [131485.0, 3539.0], [131456.0, 3538.0], [131410.0, 3538.0], [131381.0, 3539.0], [131247.0, 3539.0], [131092.0, 3542.0], [131019.0, 3543.0], [131002.0, 3543.0], [130999.0, 3544.0], [130963.0, 3545.0], [130926.0, 3545.0], [130806.0, 3550.0], [130618.0, 3556.0], [130532.0, 3561.0], [130470.0, 3565.0], [130419.0, 3568.0], [130366.0, 3571.0], [130319.0, 3575.0], [130268.0, 3579.0], [130265.0, 3579.0], [130259.0, 3580.0], [130254.0, 3580.0], [130232.0, 3582.0], [130153.0, 3591.0], [130070.0, 3601.0], [129987.0, 3612.0], [129964.0, 3615.0], [129215.0, 3516.0], [129207.0, 3362.0], [129180.0, 2837.0], [129290.0, 2872.0], [129316.0, 2880.0], [129362.0, 2893.0], [129407.0, 2905.0], [129416.0, 2907.0], [129422.0, 2908.0], [129452.0, 2916.0], [129511.0, 2929.0], [129572.0, 2940.0], [129638.0, 2950.0], [129704.0, 2958.0], [129769.0, 2965.0], [129781.0, 2966.0], [129805.0, 2969.0], [129816.0, 2970.0], [129834.0, 2971.0], [129839.0, 2971.0], [129916.0, 2975.0], [129997.0, 2978.0], [130106.0, 2980.0], [130216.0, 2980.0], [130328.0, 2979.0], [130439.0, 2975.0], [130627.0, 2970.0], [130819.0, 2966.0], [130930.0, 2965.0], [130965.0, 2965.0], [130997.0, 2964.0], [131075.0, 2964.0], [131123.0, 2963.0], [131385.0, 2963.0], [131433.0, 2962.0], [131481.0, 2963.0], [131743.0, 2963.0], [131791.0, 2964.0], [131869.0, 2964.0], [131901.0, 2965.0], [131936.0, 2965.0], [132047.0, 2966.0], [132239.0, 2970.0], [132427.0, 2975.0], [132538.0, 2979.0], [132650.0, 2980.0], [132760.0, 2980.0], [132869.0, 2978.0], [132950.0, 2975.0], [133027.0, 2971.0], [133032.0, 2971.0], [133050.0, 2970.0], [133061.0, 2969.0], [133085.0, 2966.0], [133097.0, 2965.0], [133162.0, 2958.0], [133228.0, 2950.0], [133294.0, 2940.0], [133355.0, 2929.0], [133414.0, 2916.0], [133444.0, 2908.0]]"
L0004,s000075,M0004,"[[37063.0, 15644.0], [37063.0, 15964.0], [35693.0, 15964.0], [35693.0, 15644.0], [37063.0, 15644.0]]"
L0004,s000076,M0004,"[[17684.0, 16000.0], [15264.0, 16000.0], [15211.0, 15763.0], [15178.0, 15618.0], [15142.0, 15468.0], [15116.0, 15366.0], [15104.0, 15319.0], [15063.0, 15163.0], [15021.0, 15011.0], [14995.0, 14914.0], [16735.0, 14602.0], [16805.0, 14749.0], [16839.0, 14811.0], [16879.0, 14866.0], [16900.0, 14888.0], [16925.0, 14910.0], [16952.0, 14931.0], [16981.0, 14951.0], [17011.0, 14970.0], [17042.0, 14986.0], [17107.0, 15012.0], [17175.0, 15032.0], [17245.0, 15046.0], [17353.0, 15058.0], [17463.0, 15063.0], [17575.0, 15065.0], [17793.0, 15065.0], [17905.0, 15063.0], [18015.0, 15058.0], [18123.0, 15046.0], [18193.0, 15032.0], [18261.0, 15012.0], [18326.0, 14986.0], [18357.0, 14970.0], [18387.0, 14951.0], [18416.0, 14931.0], [18443.0, 14910.0], [18467.0, 14888.0], [18488.0, 14866.0], [18528.0, 14811.0], [18563.0, 14749.0], [18633.0, 14602.0], [20373.0, 14914.0], [20347.0, 15011.0], [20305.0, 15163.0], [20264.0, 15319.0], [20252.0, 15366.0], [20226.0, 15468.0], [20190.0, 15618.0], [20157.0, 15763.0], [20104.0, 16000.0], [17684.0, 16000.0]]"
L0004,s000077,M0004,"[[4702.0, 48.0], [4717.0, 49.0], [4737.0, 50.0], [4765.0, 52.0], [4780.0, 54.0], [4801.0, 57.0], [4816.0, 60.0], [4837.0, 66.0], [4859.0, 73.0], [4875.0, 81.0], [4892.0, 90.0], [4906.0, 99.0], [4924.0, 113.0], [4938.0, 127.0], [4950.0, 140.0], [4957.0, 148.0], [4970.0, 165.0], [4980.0, 181.0], [4991.0, 200.0], [5009.0, 236.0], [5019.0, 262.0], [5026.0, 279.0], [5033.0, 300.0], [5081.0, 437.0], [4984.0, 477.0], [4950.0, 491.0], [4917.0, 504.0], [4884.0, 516.0], [4868.0, 521.0], [4841.0, 530.0], [4815.0, 539.0], [4770.0, 551.0], [4722.0, 563.0], [4658.0, 575.0], [4595.0, 584.0], [4584.0, 584.0], [4576.0, 585.0], [4552.0, 587.0], [4519.0, 590.0], [4419.0, 592.0], [4388.0, 592.0], [4321.0, 590.0], [4233.0, 586.0], [4168.0, 582.0], [4159.0, 582.0], [4147.0, 581.0], [4138.0, 580.0], [4123.0, 579.0], [4111.0, 578.0], [4098.0, 578.0], [4022.0, 572.0], [3941.0, 566.0], [3720.0, 549.0], [3644.0, 543.0], [3567.0, 536.0], [3478.0, 530.0], [3397.0, 525.0], [3316.0, 521.0], [3054.0, 512.0], [2949.0, 511.0], [2847.0, 511.0], [2711.0, 510.0], [2344.0, 510.0], [2208.0, 511.0], [2106.0, 511.0], [2001.0, 512.0], [1739.0, 521.0], [1658.0, 525.0], [1577.0, 530.0], [1488.0, 536.0], [1411.0, 543.0], [1335.0, 549.0], [1114.0, 566.0], [1033.0, 572.0], [957.0, 578.0], [943.0, 578.0], [932.0, 579.0], [917.0, 580.0], [908.0, 581.0], [896.0, 582.0], [887.0, 582.0], [822.0, 586.0], [734.0, 590.0], [667.0, 592.0], [636.0, 592.0], [536.0, 590.0], [503.0, 587.0], [479.0, 585.0], [471.0, 584.0], [466.0, 584.0], [460.0, 583.0], [397.0, 575.0], [333.0, 563.0], [285.0, 551.0], [240.0, 539.0], [214.0, 530.0], [187.0, 521.0], [171.0, 516.0], [138.0, 504.0], [105.0, 491.0], [71.0, 477.0], [-26.0, 437.0], [22.0, 300.0], [29.0, 279.0], [36.0, 262.0], [46.0, 236.0], [56.0, 216.0], [64.0, 200.0], [75.0, 181.0], [85.0, 165.0], [98.0, 148.0], [105.0, 140.0], [117.0, 127.0], [131.0, 113.0], [149.0, 99.0], [163.0, 90.0], [180.0, 81.0], [196.0, 73.0], [218.0, 66.0], [239.0, 60.0], [254.0, 57.0], [275.0, 54.0], [290.0, 52.0], [318.0, 50.0], [338.0, 49.0], [353.0, 49.0], [399.0, 47.0], [481.0, 44.0], [657.0, 37.0], [754.0, 33.0], [848.0, 29.0], [917.0, 26.0], [1012.0, 22.0], [1128.0, 16.0], [1233.0, 11.0], [1344.0, 5.0], [1429.0, 1.0], [1535.0, -4.0], [1683.0, -12.0], [1848.0, -18.0], [1916.0, -20.0], [2097.0, -23.0], [2141.0, -24.0], [2174.0, -25.0], [2220.0, -25.0], [2239.0, -26.0], [2816.0, -26.0], [2835.0, -25.0], [2881.0, -25.0], [2913.0, -24.0], [2958.0, -23.0], [3139.0, -20.0], [3207.0, -18.0], [3372.0, -12.0], [3520.0, -4.0], [3626.0, 1.0], [3711.0, 5.0], [3822.0, 11.0], [3927.0, 16.0], [4043.0, 22.0], [4138.0, 26.0], [4207.0, 29.0], [4301.0, 33.0], [4398.0, 37.0], [4574.0, 44.0], [4656.0, 47.0], [4702.0, 48.0]]"
L0004,s000078,M0004,"[[62859.0, 15456.0], [62874.0, 15456.0], [62893.0, 15457.0], [62922.0, 15459.0], [62936.0, 15461.0], [62958.0, 15464.0], [62973.0, 15467.0], [62994.0, 15473.0], [63015.0, 15481.0], [63032.0, 15488.0], [63049.0, 15498.0], [63062.0, 15506.0], [63081.0, 15521.0], [63095.0, 15534.0], [63107.0, 15547.0], [63114.0, 15556.0], [63127.0, 15573.0], [63137.0, 15588.0], [63148.0, 15607.0], [63156.0, 15623.0], [63165.0, 15643.0], [63176.0, 15670.0], [63182.0, 15686.0], [63190.0, 15707.0], [63237.0, 15844.0], [63141.0, 15885.0], [63107.0, 15898.0], [63074.0, 15911.0], [63041.0, 15923.0], [63025.0, 15929.0], [62998.0, 15938.0], [62972.0, 15946.0], [62927.0, 15958.0], [62879.0, 15970.0], [62815.0, 15982.0], [62752.0, 15991.0], [62743.0, 15991.0], [62741.0, 15992.0], [62732.0, 15992.0], [62709.0, 15994.0], [62676.0, 15997.0], [62576.0, 16000.0], [62544.0, 15999.0], [62478.0, 15997.0], [62390.0, 15993.0], [62325.0, 15989.0], [62316.0, 15989.0], [62304.0, 15988.0], [62295.0, 15987.0], [62280.0, 15986.0], [62268.0, 15986.0], [62255.0, 15985.0], [62179.0, 15979.0], [62098.0, 15973.0], [61877.0, 15956.0], [61801.0, 15950.0], [61724.0, 15943.0], [61635.0, 15937.0], [61553.0, 15933.0], [61473.0, 15928.0], [61211.0, 15919.0], [61070.0, 15919.0], [61052.0, 15918.0], [61004.0, 15918.0], [60868.0, 15917.0], [60500.0, 15917.0], [60365.0, 15918.0], [60317.0, 15918.0], [60298.0, 15919.0], [60157.0, 15919.0], [59896.0, 15928.0], [59815.0, 15933.0], [59734.0, 15937.0], [59645.0, 15943.0], [59568.0, 15950.0], [59492.0, 15956.0], [59271.0, 15973.0], [59190.0, 15979.0], [59114.0, 15985.0], [59100.0, 15986.0], [59089.0, 15986.0], [59074.0, 15987.0], [59065.0, 15988.0], [59052.0, 15989.0], [59044.0, 15989.0], [58978.0, 15993.0], [58891.0, 15997.0], [58824.0, 15999.0], [58793.0, 16000.0], [58693.0, 15997.0], [58660.0, 15994.0], [58636.0, 15992.0], [58628.0, 15992.0], [58625.0, 15991.0], [58617.0, 15991.0], [58553.0, 15982.0], [58490.0, 15970.0], [58442.0, 15958.0], [58397.0, 15946.0], [58371.0, 15938.0], [58343.0, 15929.0], [58328.0, 15923.0], [58295.0, 15911.0], [58262.0, 15898.0], [58228.0, 15884.0], [58131.0, 15844.0], [58179.0, 15707.0], [58186.0, 15686.0], [58193.0, 15669.0], [58203.0, 15643.0], [58212.0, 15623.0], [58221.0, 15607.0], [58232.0, 15588.0], [58242.0, 15573.0], [58255.0, 15555.0], [58262.0, 15547.0], [58274.0, 15534.0], [58288.0, 15521.0], [58306.0, 15506.0], [58320.0, 15497.0], [58337.0, 15488.0], [58353.0, 15481.0], [58374.0, 15473.0], [58396.0, 15467.0], [58411.0, 15464.0], [58432.0, 15461.0], [58447.0, 15459.0], [58475.0, 15457.0], [58495.0, 15456.0], [58510.0, 15456.0], [58556.0, 15454.0], [58638.0, 15451.0], [58814.0, 15444.0], [58911.0, 15440.0], [59005.0, 15436.0], [59074.0, 15433.0], [59169.0, 15429.0], [59285.0, 15423.0], [59390.0, 15418.0], [59501.0, 15413.0], [59586.0, 15408.0], [59692.0, 15403.0], [59840.0, 15395.0], [60004.0, 15389.0], [60073.0, 15387.0], [60254.0, 15384.0], [60298.0, 15383.0], [60331.0, 15383.0], [60377.0, 15382.0], [60396.0, 15381.0], [60973.0, 15381.0], [60992.0, 15382.0], [61038.0, 15383.0], [61070.0, 15383.0], [61115.0, 15384.0], [61296.0, 15387.0], [61364.0, 15389.0], [61529.0, 15395.0], [61677.0, 15403.0], [61783.0, 15408.0], [61867.0, 15413.0], [61979.0, 15418.0], [62084.0, 15423.0], [62200.0, 15429.0], [62295.0, 15433.0], [62364.0, 15436.0], [62457.0, 15440.0], [62555.0, 15444.0], [62731.0, 15451.0], [62812.0, 15454.0], [62859.0, 15456.0]]"
L0004,s000079,M0004,"[[15551.0, 11516.0], [15542.0, 11505.0], [15542.0, 11435.0], [15718.0, 11214.0], [15912.0, 11214.0], [15912.0, 10992.0], [17282.0, 10992.0], [17282.0, 11696.0], [15694.0, 11696.0], [15551.0, 11516.0]]"
L0004,s000080,M0004,"[[68164.0, 6548.0], [68580.0, 6548.0], [68642.0, 6549.0], [68704.0, 6549.0], [68901.0, 6552.0], [68919.0, 6552.0], [69083.0, 6556.0], [69246.0, 6561.0], [69347.0, 6563.0], [69362.0, 6563.0], [69442.0, 6564.0], [69538.0, 6564.0], [69635.0, 6563.0], [69701.0, 6561.0], [69767.0, 6557.0], [69776.0, 6556.0], [69790.0, 6555.0], [69794.0, 6555.0], [69824.0, 6552.0], [69832.0, 6551.0], [69899.0, 6544.0], [69965.0, 6535.0], [70028.0, 6526.0], [70089.0, 6515.0], [70147.0, 6502.0], [70193.0, 6491.0], [70236.0, 6480.0], [70280.0, 6468.0], [70305.0, 6459.0], [70465.0, 6409.0], [70415.0, 7357.0], [70296.0, 7339.0], [70275.0, 7336.0], [70254.0, 7332.0], [70233.0, 7328.0], [70208.0, 7324.0], [70184.0, 7320.0], [70157.0, 7316.0], [70130.0, 7311.0], [70074.0, 7302.0], [70010.0, 7292.0], [69948.0, 7282.0], [69894.0, 7273.0], [69797.0, 7257.0], [69774.0, 7254.0], [69757.0, 7252.0], [69734.0, 7249.0], [69724.0, 7248.0], [69703.0, 7245.0], [69604.0, 7233.0], [69506.0, 7222.0], [69411.0, 7210.0], [69317.0, 7201.0], [69137.0, 7186.0], [68956.0, 7175.0], [68862.0, 7173.0], [68764.0, 7170.0], [68672.0, 7166.0], [68663.0, 7166.0], [68622.0, 7165.0], [68591.0, 7163.0], [68518.0, 7162.0], [68368.0, 7160.0], [68227.0, 7160.0], [68197.0, 7158.0], [68130.0, 7158.0], [68100.0, 7160.0], [67959.0, 7160.0], [67809.0, 7162.0], [67736.0, 7163.0], [67706.0, 7165.0], [67664.0, 7166.0], [67658.0, 7166.0], [67563.0, 7170.0], [67465.0, 7173.0], [67372.0, 7175.0], [67191.0, 7186.0], [67010.0, 7201.0], [66917.0, 7210.0], [66821.0, 7222.0], [66724.0, 7233.0], [66624.0, 7245.0], [66603.0, 7247.0], [66594.0, 7249.0], [66570.0, 7252.0], [66553.0, 7254.0], [66530.0, 7257.0], [66433.0, 7273.0], [66379.0, 7282.0], [66317.0, 7292.0], [66254.0, 7302.0], [66197.0, 7311.0], [66170.0, 7316.0], [66143.0, 7320.0], [66119.0, 7324.0], [66095.0, 7328.0], [66074.0, 7332.0], [66052.0, 7336.0], [66032.0, 7339.0], [65912.0, 7357.0], [65863.0, 6409.0], [66022.0, 6459.0], [66047.0, 6467.0], [66091.0, 6480.0], [66135.0, 6491.0], [66180.0, 6502.0], [66238.0, 6515.0], [66300.0, 6526.0], [66362.0, 6535.0], [66429.0, 6544.0], [66495.0, 6551.0], [66504.0, 6552.0], [66534.0, 6555.0], [66537.0, 6555.0], [66551.0, 6556.0], [66560.0, 6557.0], [66627.0, 6561.0], [66692.0, 6563.0], [66790.0, 6564.0], [66885.0, 6564.0], [66965.0, 6563.0], [66980.0, 6563.0], [67081.0, 6561.0], [67244.0, 6556.0], [67409.0, 6552.0], [67426.0, 6552.0], [67623.0, 6549.0], [67685.0, 6549.0], [67747.0, 6548.0], [68164.0, 6548.0]]"
L0004,s000081,M0004,"[[82049.0, 12045.0], [82049.0, 12015.0], [82053.0, 11954.0], [82060.0, 11892.0], [82081.0, 11778.0], [82096.0, 11719.0], [82113.0, 11660.0], [82152.0, 11551.0], [82198.0, 11443.0], [82245.0, 11355.0], [82294.0, 11270.0], [82346.0, 11189.0], [82402.0, 11110.0], [82460.0, 11034.0], [82520.0, 10961.0], [82582.0, 10890.0], [82647.0, 10819.0], [82908.0, 10561.0], [83034.0, 10445.0], [83093.0, 10388.0], [83149.0, 10333.0], [83200.0, 10277.0], [83248.0, 10221.0], [83293.0, 10160.0], [83336.0, 10095.0], [83379.0, 10026.0], [83419.0, 9955.0], [83528.0, 9752.0], [83787.0, 9817.0], [83829.0, 9827.0], [83906.0, 9847.0], [83993.0, 9868.0], [84081.0, 9889.0], [84172.0, 9910.0], [84394.0, 9960.0], [84620.0, 10008.0], [84844.0, 10053.0], [85191.0, 10118.0], [85537.0, 10180.0], [85886.0, 10240.0], [86631.0, 10361.0], [87375.0, 10478.0], [88207.0, 10606.0], [88207.0, 13488.0], [87375.0, 13616.0], [86631.0, 13732.0], [85886.0, 13854.0], [85537.0, 13914.0], [85191.0, 13975.0], [84844.0, 14041.0], [84620.0, 14086.0], [84394.0, 14134.0], [84172.0, 14183.0], [84081.0, 14205.0], [83993.0, 14226.0], [83907.0, 14247.0], [83828.0, 14267.0], [83741.0, 14288.0], [83525.0, 14343.0], [83419.0, 14124.0], [83379.0, 14045.0], [83338.0, 13970.0], [83296.0, 13897.0], [83252.0, 13829.0], [83174.0, 13718.0], [83088.0, 13612.0], [82996.0, 13511.0], [82745.0, 13265.0], [82618.0, 13142.0], [82552.0, 13076.0], [82488.0, 13009.0], [82426.0, 12940.0], [82363.0, 12865.0], [82250.0, 12709.0], [82199.0, 12618.0], [82157.0, 12529.0], [82120.0, 12438.0], [82103.0, 12390.0], [82088.0, 12339.0], [82066.0, 12242.0], [82052.0, 12140.0], [82049.0, 12075.0], [82049.0, 12045.0]]"
L0004,s000082,M0004,"[[101456.0, 8123.0], [101437.0, 8491.0], [101352.0, 8478.0], [101331.0, 8476.0], [101309.0, 8472.0], [101290.0, 8468.0], [101266.0, 8464.0], [101241.0, 8459.0], [101214.0, 8456.0], [101186.0, 8451.0], [101129.0, 8442.0], [101063.0, 8431.0], [101015.0, 8423.0], [100948.0, 8412.0], [100937.0, 8411.0], [100926.0, 8409.0], [100854.0, 8397.0], [100762.0, 8385.0], [100675.0, 8372.0], [100594.0, 8361.0], [100511.0, 8351.0], [100431.0, 8343.0], [100274.0, 8328.0], [99956.0, 8308.0], [101028.0, 7710.0], [101091.0, 7700.0], [101153.0, 7689.0], [101211.0, 7676.0], [101240.0, 7669.0], [101471.0, 7847.0], [101456.0, 8123.0]]"
L0004,s000083,M0004,"[[55174.0, 9453.0], [55174.0, 9423.0], [55177.0, 9358.0], [55191.0, 9256.0], [55214.0, 9159.0], [55229.0, 9108.0], [55245.0, 9060.0], [55282.0, 8969.0], [55324.0, 8880.0], [55375.0, 8789.0], [55488.0, 8633.0], [55551.0, 8558.0], [55613.0, 8489.0], [55677.0, 8422.0], [55743.0, 8356.0], [55871.0, 8233.0], [56121.0, 7987.0], [56213.0, 7886.0], [56299.0, 7780.0], [56378.0, 7669.0], [56421.0, 7601.0], [56463.0, 7528.0], [56504.0, 7453.0], [56544.0, 7374.0], [56651.0, 7155.0], [56866.0, 7210.0], [56953.0, 7231.0], [57032.0, 7251.0], [57118.0, 7272.0], [57206.0, 7293.0], [57297.0, 7315.0], [57519.0, 7364.0], [57745.0, 7412.0], [57969.0, 7457.0], [58316.0, 7523.0], [58662.0, 7584.0], [59011.0, 7644.0], [59756.0, 7766.0], [60500.0, 7882.0], [61332.0, 8010.0], [61332.0, 10892.0], [60500.0, 11020.0], [59756.0, 11137.0], [59011.0, 11258.0], [58662.0, 11318.0], [58316.0, 11380.0], [57969.0, 11445.0], [57745.0, 11490.0], [57519.0, 11538.0], [57297.0, 11588.0], [57206.0, 11609.0], [57118.0, 11630.0], [57032.0, 11651.0], [56954.0, 11671.0], [56912.0, 11681.0], [56653.0, 11746.0], [56544.0, 11543.0], [56504.0, 11472.0], [56461.0, 11403.0], [56418.0, 11338.0], [56373.0, 11277.0], [56326.0, 11221.0], [56274.0, 11165.0], [56218.0, 11110.0], [56159.0, 11053.0], [56034.0, 10937.0], [55772.0, 10679.0], [55707.0, 10608.0], [55645.0, 10537.0], [55585.0, 10464.0], [55527.0, 10388.0], [55472.0, 10309.0], [55419.0, 10228.0], [55370.0, 10143.0], [55324.0, 10055.0], [55277.0, 9947.0], [55239.0, 9838.0], [55221.0, 9779.0], [55206.0, 9720.0], [55185.0, 9606.0], [55178.0, 9544.0], [55174.0, 9483.0], [55174.0, 9453.0]]"
L0004,s000084,M0004,"[[57600.0, 3193.0], [60020.0, 3193.0], [60073.0, 3429.0], [60106.0, 3575.0], [60142.0, 3724.0], [60168.0, 3826.0], [60180.0, 3874.0], [60221.0, 4029.0], [60263.0, 4182.0], [60289.0, 4279.0], [58549.0, 4590.0], [58479.0, 4444.0], [58445.0, 4382.0], [58405.0, 4327.0], [58384.0, 4305.0], [58359.0, 4283.0], [58332.0, 4262.0], [58303.0, 4241.0], [58273.0, 4223.0], [58242.0, 4206.0], [58178.0, 4180.0], [58109.0, 4161.0], [58039.0, 4147.0], [57931.0, 4135.0], [57822.0, 4129.0], [57709.0, 4128.0], [57491.0, 4128.0], [57379.0, 4129.0], [57269.0, 4135.0], [57161.0, 4147.0], [57091.0, 4161.0], [57023.0, 4180.0], [56958.0, 4206.0], [56928.0, 4223.0], [56898.0, 4241.0], [56868.0, 4262.0], [56841.0, 4283.0], [56817.0, 4305.0], [56796.0, 4327.0], [56756.0, 4382.0], [56721.0, 4444.0], [56651.0, 4590.0], [54911.0, 4279.0], [54938.0, 4182.0], [54979.0, 4029.0], [55020.0, 3874.0], [55032.0, 3826.0], [55058.0, 3724.0], [55094.0, 3575.0], [55127.0, 3429.0], [55180.0, 3193.0], [57600.0, 3193.0]]"
